State,Year,Crop,Area,Production
Uttar Pradesh,2004,Potato,3270,69023
Uttar Pradesh,2004,Wheat,93788,235712
Uttar Pradesh,2004,Onion,90,1062
Uttar Pradesh,2005,Bajra,25255,38851
Uttar Pradesh,2005,Jowar,3052,4192
Uttar Pradesh,2005,Rice,42877,108007
Uttar Pradesh,2005,Potato,3810,91253
Uttar Pradesh,2005,Wheat,91594,267912
Uttar Pradesh,2005,Onion,151,1944
Uttar Pradesh,2006,Bajra,28309,48997
Uttar Pradesh,2006,Jowar,1486,1676
Uttar Pradesh,2006,Rice,48919,135457
Uttar Pradesh,2006,Onion,19,364
Uttar Pradesh,2006,Potato,4054,124170
Uttar Pradesh,2006,Wheat,94498,296535
Uttar Pradesh,2006,Onion,54,629
Uttar Pradesh,2007,Bajra,30047,55345
Uttar Pradesh,2007,Jowar,1533,1879
Uttar Pradesh,2007,Rice,44161,121045
Uttar Pradesh,2007,Onion,46,643
Uttar Pradesh,2007,Potato,4431,97774
Uttar Pradesh,2007,Wheat,94475,288716
Uttar Pradesh,2007,Onion,113,1282
Uttar Pradesh,2008,Bajra,22833,53879
Uttar Pradesh,2008,Jowar,1760,2248
Uttar Pradesh,2008,Rice,52031,159631
Uttar Pradesh,2008,Onion,50,586
Uttar Pradesh,2008,Potato,4425,141764
Uttar Pradesh,2008,Wheat,98367,348022
Uttar Pradesh,2009,Bajra,32973,74839
Uttar Pradesh,2009,Jowar,1116,1194
Uttar Pradesh,2009,Rice,35567,100406
Uttar Pradesh,2009,Onion,37,635
Uttar Pradesh,2009,Potato,4430,144879
Uttar Pradesh,2009,Wheat,99599,286148
Uttar Pradesh,2009,Onion,49,723
Uttar Pradesh,2010,Bajra,35282,70470
Uttar Pradesh,2010,Jowar,1198,1405
Uttar Pradesh,2010,Rice,37124,99641
Uttar Pradesh,2010,Onion,23,423
Uttar Pradesh,2010,Potato,4636,129034
Uttar Pradesh,2010,Wheat,100626,377448
Uttar Pradesh,2011,Bajra,24467,50433
Uttar Pradesh,2011,Jowar,685,842
Uttar Pradesh,2011,Rice,50179,145519
Uttar Pradesh,2011,Onion,40,915
Uttar Pradesh,2011,Potato,4930,147284
Uttar Pradesh,2011,Wheat,101534,390703
Uttar Pradesh,2011,Onion,63,714
Uttar Pradesh,2012,Bajra,29943,71736
Uttar Pradesh,2012,Jowar,1017,1397
Uttar Pradesh,2012,Rice,52566,164321
Uttar Pradesh,2012,Onion,27,621
Uttar Pradesh,2012,Potato,5066,157051
Uttar Pradesh,2012,Wheat,103644,376020
Uttar Pradesh,2012,Onion,51,581
Uttar Pradesh,2013,Bajra,28105,64286
Uttar Pradesh,2013,Jowar,847,1178
Uttar Pradesh,2013,Rice,53582,176070
Uttar Pradesh,2013,Onion,100,2034
Uttar Pradesh,2013,Potato,4818,130269
Uttar Pradesh,2013,Wheat,104354,398006
Uttar Pradesh,2013,Onion,40,512
Uttar Pradesh,2014,Bajra,36540,80311
Uttar Pradesh,2014,Jowar,708,635
Uttar Pradesh,2014,Rice,55752,175898
Uttar Pradesh,2014,Onion,25,382
Uttar Pradesh,2014,Potato,6402,170293
Uttar Pradesh,2014,Wheat,104341,236332
Uttar Pradesh,2014,Onion,10,143
Uttar Pradesh,1997,Bajra,214,219
Uttar Pradesh,1997,Jowar,14,9
Uttar Pradesh,1997,Onion,768,7593
Uttar Pradesh,1997,Rice,202707,419064
Uttar Pradesh,1997,Wheat,208030,486525
Uttar Pradesh,1997,Potato,5599,77910
Uttar Pradesh,1998,Bajra,208,258
Uttar Pradesh,1998,Jowar,10,6
Uttar Pradesh,1998,Rice,199011,346646
Uttar Pradesh,1998,Wheat,212687,521201
Uttar Pradesh,1998,Onion,559,6750
Uttar Pradesh,1998,Potato,5675,125122
Uttar Pradesh,1999,Bajra,192,310
Uttar Pradesh,1999,Jowar,14,17
Uttar Pradesh,1999,Rice,203833,445549
Uttar Pradesh,1999,Wheat,216884,535740
Uttar Pradesh,1999,Rice,2,4
Uttar Pradesh,1999,Onion,730,10465
Uttar Pradesh,1999,Potato,5745,71913
Uttar Pradesh,2000,Bajra,133,104
Uttar Pradesh,2000,Jowar,12,14
Uttar Pradesh,2000,Rice,211031,390953
Uttar Pradesh,2000,Wheat,215453,481708
Uttar Pradesh,2000,Potato,5707,105849
Uttar Pradesh,2001,Bajra,120,142
Uttar Pradesh,2001,Jowar,2,2
Uttar Pradesh,2001,Rice,209614,433548
Uttar Pradesh,2001,Wheat,217147,518173
Uttar Pradesh,2001,Potato,5382,142817
Uttar Pradesh,2002,Bajra,58,78
Uttar Pradesh,2002,Jowar,13,14
Uttar Pradesh,2002,Rice,180384,303911
Uttar Pradesh,2002,Onion,67,691
Uttar Pradesh,2002,Wheat,216928,434435
Uttar Pradesh,2002,Onion,583,6518
Uttar Pradesh,2002,Potato,5352,111878
Uttar Pradesh,2003,Bajra,193,260
Uttar Pradesh,2003,Jowar,15,17
Uttar Pradesh,2003,Rice,205352,417537
Uttar Pradesh,2003,Onion,90,1292
Uttar Pradesh,2003,Wheat,222018,552640
Uttar Pradesh,2003,Onion,651,6629
Uttar Pradesh,2003,Potato,5571,91359
Uttar Pradesh,2004,Bajra,92,149
Uttar Pradesh,2004,Jowar,13,14
Uttar Pradesh,2004,Rice,212127,187398
Uttar Pradesh,2004,Potato,5307,90851
Uttar Pradesh,2004,Wheat,223364,472982
Uttar Pradesh,2004,Onion,615,7429
Uttar Pradesh,2005,Bajra,445,673
Uttar Pradesh,2005,Jowar,11,14
Uttar Pradesh,2005,Rice,201562,353338
Uttar Pradesh,2005,Potato,5571,167526
Uttar Pradesh,2005,Wheat,222018,532399
Uttar Pradesh,2005,Onion,807,10422
Uttar Pradesh,2006,Bajra,96,148
Uttar Pradesh,2006,Jowar,8,10
Uttar Pradesh,2006,Rice,207566,304914
Uttar Pradesh,2006,Onion,82,1573
Uttar Pradesh,2006,Potato,3820,95034
Uttar Pradesh,2006,Wheat,221335,542049
Uttar Pradesh,2006,Onion,625,7278
Uttar Pradesh,2007,Bajra,113,176
Uttar Pradesh,2007,Jowar,6,5
Uttar Pradesh,2007,Rice,215737,416372
Uttar Pradesh,2007,Onion,114,1593
Uttar Pradesh,2007,Potato,5774,121774
Uttar Pradesh,2007,Wheat,229059,594179
Uttar Pradesh,2007,Onion,625,5214
Uttar Pradesh,2008,Bajra,268,446
Uttar Pradesh,2008,Jowar,2,2
Uttar Pradesh,2008,Rice,213081,419343
Uttar Pradesh,2008,Onion,99,1160
Uttar Pradesh,2008,Potato,5845,114714
Uttar Pradesh,2008,Wheat,231715,632582
Uttar Pradesh,2009,Bajra,67,114
Uttar Pradesh,2009,Rice,190222,332128
Uttar Pradesh,2009,Onion,119,2044
Uttar Pradesh,2009,Potato,5386,130282
Uttar Pradesh,2009,Wheat,234688,607136
Uttar Pradesh,2009,Onion,689,5291
Uttar Pradesh,2010,Bajra,144,139
Uttar Pradesh,2010,Jowar,3,3
Uttar Pradesh,2010,Rice,203577,417536
Uttar Pradesh,2010,Onion,86,1583
Uttar Pradesh,2010,Potato,5624,167404
Uttar Pradesh,2010,Wheat,232647,650714
Uttar Pradesh,2010,Rice,1,2
Uttar Pradesh,2011,Bajra,979,1442
Uttar Pradesh,2011,Jowar,93,107
Uttar Pradesh,2011,Rice,210944,469350
Uttar Pradesh,2011,Onion,82,1876
Uttar Pradesh,2011,Potato,5151,140628
Uttar Pradesh,2011,Wheat,230874,667688
Uttar Pradesh,2011,Onion,546,4417
Uttar Pradesh,2011,Rice,1,2
Uttar Pradesh,2012,Bajra,69,133
Uttar Pradesh,2012,Jowar,13,19
Uttar Pradesh,2012,Rice,210961,453777
Uttar Pradesh,2012,Onion,66,1518
Uttar Pradesh,2012,Potato,5072,125633
Uttar Pradesh,2012,Wheat,235690,693636
Uttar Pradesh,2012,Onion,587,5568
Uttar Pradesh,2012,Rice,1,2
Uttar Pradesh,2013,Bajra,116,147
Uttar Pradesh,2013,Jowar,5,6
Uttar Pradesh,2013,Rice,217062,477971
Uttar Pradesh,2013,Onion,79,1607
Uttar Pradesh,2013,Potato,4905,48236
Uttar Pradesh,2013,Wheat,232130,718442
Uttar Pradesh,2013,Onion,614,8262
Uttar Pradesh,2014,Bajra,68,135
Uttar Pradesh,2014,Jowar,4,4
Uttar Pradesh,2014,Rice,202341,400028
Uttar Pradesh,2014,Onion,51,780
Uttar Pradesh,2014,Potato,4791,64336
Uttar Pradesh,2014,Wheat,243897,516574
Uttar Pradesh,2014,Onion,554,10615
Uttar Pradesh,1997,Bajra,928,1300
Uttar Pradesh,1997,Jowar,36,28
Uttar Pradesh,1997,Rice,3307,9518
Uttar Pradesh,1997,Wheat,55006,189669
Uttar Pradesh,1997,Rice,4,12
Uttar Pradesh,1997,Potato,386,5606
Uttar Pradesh,1998,Bajra,843,1045
Uttar Pradesh,1998,Jowar,33,20
Uttar Pradesh,1998,Rice,4591,9200
Uttar Pradesh,1998,Wheat,51002,169326
Uttar Pradesh,1998,Onion,137,1654
Uttar Pradesh,1998,Potato,420,12317
Uttar Pradesh,1999,Bajra,745,1123
Uttar Pradesh,1999,Jowar,39,30
Uttar Pradesh,1999,Rice,5342,13777
Uttar Pradesh,1999,Wheat,56320,208610
Uttar Pradesh,1999,Onion,110,1550
Uttar Pradesh,1999,Potato,472,11286
Uttar Pradesh,2000,Bajra,716,918
Uttar Pradesh,2000,Jowar,56,45
Uttar Pradesh,2000,Rice,5949,16013
Uttar Pradesh,2000,Wheat,57307,194757
Uttar Pradesh,2000,Potato,366,7879
Uttar Pradesh,2001,Bajra,673,668
Uttar Pradesh,2001,Jowar,15,13
Uttar Pradesh,2001,Rice,5949,13576
Uttar Pradesh,2001,Wheat,57709,203180
Uttar Pradesh,2001,Potato,376,10059
Uttar Pradesh,2002,Bajra,564,712
Uttar Pradesh,2002,Jowar,25,23
Uttar Pradesh,2002,Rice,2806,6252
Uttar Pradesh,2002,Onion,52,536
Uttar Pradesh,2002,Wheat,56166,206061
Uttar Pradesh,2002,Onion,57,637
Uttar Pradesh,2002,Potato,371,9426
Uttar Pradesh,2003,Bajra,912,1299
Uttar Pradesh,2003,Jowar,57,49
Uttar Pradesh,2003,Rice,3147,8514
Uttar Pradesh,2003,Onion,75,1076
Uttar Pradesh,2003,Wheat,57683,208723
Uttar Pradesh,2003,Onion,42,415
Uttar Pradesh,2003,Potato,353,6390
Uttar Pradesh,2004,Bajra,653,967
Uttar Pradesh,2004,Jowar,164,131
Uttar Pradesh,2004,Rice,3230,8459
Uttar Pradesh,2004,Potato,344,8064
Uttar Pradesh,2004,Wheat,57480,204817
Uttar Pradesh,2004,Onion,57,657
Uttar Pradesh,2005,Bajra,1358,1951
Uttar Pradesh,2005,Jowar,53,43
Uttar Pradesh,2005,Rice,3010,7429
Uttar Pradesh,2005,Potato,264,4559
Uttar Pradesh,2005,Wheat,57683,188623
Uttar Pradesh,2005,Onion,124,1590
Uttar Pradesh,2006,Bajra,626,777
Uttar Pradesh,2006,Jowar,127,103
Uttar Pradesh,2006,Rice,2637,6848
Uttar Pradesh,2006,Onion,19,364
Uttar Pradesh,2006,Potato,298,4855
Uttar Pradesh,2006,Wheat,56458,227356
Uttar Pradesh,2006,Onion,36,419
Uttar Pradesh,2007,Bajra,1193,1806
Uttar Pradesh,2007,Jowar,123,78
Uttar Pradesh,2007,Rice,1866,5643
Uttar Pradesh,2007,Onion,84,1173
Uttar Pradesh,2007,Potato,288,4762
Uttar Pradesh,2007,Wheat,56669,190691
Uttar Pradesh,2007,Onion,52,702
Uttar Pradesh,2008,Bajra,466,832
Uttar Pradesh,2008,Jowar,79,60
Uttar Pradesh,2008,Rice,3279,7594
Uttar Pradesh,2008,Onion,56,657
Uttar Pradesh,2008,Potato,255,5232
Uttar Pradesh,2008,Wheat,56176,213244
Uttar Pradesh,2009,Bajra,319,613
Uttar Pradesh,2009,Jowar,13,10
Uttar Pradesh,2009,Rice,3646,9906
Uttar Pradesh,2009,Onion,15,258
Uttar Pradesh,2009,Potato,251,5557
Uttar Pradesh,2009,Wheat,56057,203543
Uttar Pradesh,2009,Onion,106,1473
Uttar Pradesh,2010,Bajra,458,818
Uttar Pradesh,2010,Rice,4575,10756
Uttar Pradesh,2010,Onion,24,442
Uttar Pradesh,2010,Potato,202,4313
Uttar Pradesh,2010,Wheat,55863,230100
Uttar Pradesh,2011,Bajra,405,759
Uttar Pradesh,2011,Jowar,4,3
Uttar Pradesh,2011,Rice,5108,14292
Uttar Pradesh,2011,Onion,49,1121
Uttar Pradesh,2011,Potato,297,6603
Uttar Pradesh,2011,Wheat,54923,232874
Uttar Pradesh,2011,Onion,71,769
Uttar Pradesh,2012,Bajra,440,1024
Uttar Pradesh,2012,Rice,5088,15483
Uttar Pradesh,2012,Onion,35,805
Uttar Pradesh,2012,Potato,249,5559
Uttar Pradesh,2012,Wheat,53718,238830
Uttar Pradesh,2012,Onion,40,435
Uttar Pradesh,2013,Bajra,922,1242
Uttar Pradesh,2013,Jowar,12,10
Uttar Pradesh,2013,Rice,7931,24126
Uttar Pradesh,2013,Onion,27,549
Uttar Pradesh,2013,Potato,487,10630
Uttar Pradesh,2013,Wheat,55347,249172
Uttar Pradesh,2013,Onion,36,459
Uttar Pradesh,2014,Bajra,685,1392
Uttar Pradesh,2014,Rice,5792,14515
Uttar Pradesh,2014,Onion,15,229
Uttar Pradesh,2014,Potato,277,5651
Uttar Pradesh,2014,Wheat,51752,175439
Uttar Pradesh,2014,Onion,67,1013
Uttar Pradesh,1997,Bajra,315,559
Uttar Pradesh,1997,Jowar,347,394
Uttar Pradesh,1997,Onion,397,4087
Uttar Pradesh,1997,Rice,123564,202315
Uttar Pradesh,1997,Wheat,121154,262266
Uttar Pradesh,1997,Rice,4,7
Uttar Pradesh,1997,Potato,1716,16139
Uttar Pradesh,1998,Bajra,284,415
Uttar Pradesh,1998,Jowar,366,328
Uttar Pradesh,1998,Rice,120967,202696
Uttar Pradesh,1998,Wheat,119901,256136
Uttar Pradesh,1998,Rice,7,12
Uttar Pradesh,1998,Onion,443,5349
Uttar Pradesh,1998,Potato,1934,31351
Uttar Pradesh,1999,Bajra,289,488
Uttar Pradesh,1999,Jowar,310,209
Uttar Pradesh,1999,Rice,121579,216828
Uttar Pradesh,1999,Rice,4,7
Uttar Pradesh,1999,Onion,528,7569
Uttar Pradesh,1999,Potato,2041,54251
Uttar Pradesh,2000,Bajra,286,496
Uttar Pradesh,2000,Jowar,301,372
Uttar Pradesh,2000,Rice,122059,224983
Uttar Pradesh,2000,Wheat,119984,274387
Uttar Pradesh,2000,Rice,9,17
Uttar Pradesh,2000,Potato,2077,40703
Uttar Pradesh,2001,Bajra,212,340
Uttar Pradesh,2001,Jowar,388,463
Uttar Pradesh,2001,Rice,151827,299111
Uttar Pradesh,2001,Wheat,156030,387202
Uttar Pradesh,2001,Potato,2132,52579
Uttar Pradesh,2002,Bajra,23,36
Uttar Pradesh,2002,Jowar,144,164
Uttar Pradesh,2002,Rice,157356,224311
Uttar Pradesh,2002,Onion,63,650
Uttar Pradesh,2002,Wheat,158907,391976
Uttar Pradesh,2002,Onion,281,3142
Uttar Pradesh,2002,Potato,1698,39392
Uttar Pradesh,2003,Bajra,88,129
Uttar Pradesh,2003,Jowar,96,122
Uttar Pradesh,2003,Rice,156432,291867
Uttar Pradesh,2003,Onion,66,947
Uttar Pradesh,2003,Wheat,153281,417767
Uttar Pradesh,2003,Onion,338,3336
Uttar Pradesh,2003,Rice,9,17
Uttar Pradesh,2003,Potato,1905,35980
Uttar Pradesh,2004,Bajra,34,63
Uttar Pradesh,2004,Jowar,63,65
Uttar Pradesh,2004,Rice,159114,291375
Uttar Pradesh,2004,Potato,2070,46333
Uttar Pradesh,2004,Wheat,154736,380127
Uttar Pradesh,2004,Onion,477,5752
Uttar Pradesh,2005,Bajra,258,393
Uttar Pradesh,2005,Jowar,88,96
Uttar Pradesh,2005,Rice,157629,296815
Uttar Pradesh,2005,Potato,996,22342
Uttar Pradesh,2005,Wheat,154225,370793
Uttar Pradesh,2005,Onion,540,6975
Uttar Pradesh,2006,Bajra,17,30
Uttar Pradesh,2006,Jowar,50,56
Uttar Pradesh,2006,Rice,153920,254892
Uttar Pradesh,2006,Onion,65,1247
Uttar Pradesh,2006,Potato,2302,50269
Uttar Pradesh,2006,Wheat,153196,405193
Uttar Pradesh,2006,Onion,349,4064
Uttar Pradesh,2006,Rice,7,12
Uttar Pradesh,2007,Bajra,13,20
Uttar Pradesh,2007,Jowar,84,79
Uttar Pradesh,2007,Rice,163515,302339
Uttar Pradesh,2007,Onion,47,657
Uttar Pradesh,2007,Potato,2357,51797
Uttar Pradesh,2007,Wheat,151961,417589
Uttar Pradesh,2007,Onion,707,13538
Uttar Pradesh,2008,Bajra,51,93
Uttar Pradesh,2008,Jowar,19,21
Uttar Pradesh,2008,Rice,159350,312804
Uttar Pradesh,2008,Onion,43,504
Uttar Pradesh,2008,Potato,2276,46656
Uttar Pradesh,2008,Wheat,155561,440377
Uttar Pradesh,2009,Bajra,13,21
Uttar Pradesh,2009,Jowar,32,31
Uttar Pradesh,2009,Rice,160636,323039
Uttar Pradesh,2009,Onion,66,1134
Uttar Pradesh,2009,Potato,2357,58609
Uttar Pradesh,2009,Wheat,157487,409455
Uttar Pradesh,2009,Onion,760,11682
Uttar Pradesh,2010,Jowar,75,83
Uttar Pradesh,2010,Rice,159111,329519
Uttar Pradesh,2010,Onion,94,1730
Uttar Pradesh,2010,Potato,2398,58499
Uttar Pradesh,2010,Wheat,159722,463983
Uttar Pradesh,2011,Bajra,12,25
Uttar Pradesh,2011,Jowar,33,30
Uttar Pradesh,2011,Rice,159686,352427
Uttar Pradesh,2011,Onion,68,1555
Uttar Pradesh,2011,Potato,2185,48247
Uttar Pradesh,2011,Wheat,152855,468782
Uttar Pradesh,2011,Onion,682,6249
Uttar Pradesh,2012,Bajra,20,41
Uttar Pradesh,2012,Jowar,47,61
Uttar Pradesh,2012,Rice,159182,380445
Uttar Pradesh,2012,Onion,56,1288
Uttar Pradesh,2012,Potato,2334,56838
Uttar Pradesh,2012,Wheat,160153,455635
Uttar Pradesh,2012,Onion,690,8069
Uttar Pradesh,2013,Bajra,24,49
Uttar Pradesh,2013,Jowar,38,37
Uttar Pradesh,2013,Rice,159025,375935
Uttar Pradesh,2013,Onion,129,2624
Uttar Pradesh,2013,Potato,1998,42287
Uttar Pradesh,2013,Wheat,167831,542765
Uttar Pradesh,2013,Onion,579,7791
Uttar Pradesh,2014,Bajra,25,48
Uttar Pradesh,2014,Jowar,72,74
Uttar Pradesh,2014,Rice,165249,367679
Uttar Pradesh,2014,Onion,34,520
Uttar Pradesh,2014,Potato,1935,43652
Uttar Pradesh,2014,Wheat,165865,394095
Uttar Pradesh,2014,Onion,548,10390
Uttar Pradesh,1997,Bajra,1717,1756
Uttar Pradesh,1997,Jowar,1606,927
Uttar Pradesh,1997,Onion,583,5764
Uttar Pradesh,1997,Rice,112791,213555
Uttar Pradesh,1997,Wheat,130162,323175
Uttar Pradesh,1997,Potato,7082,97832
Uttar Pradesh,1998,Bajra,1919,2383
Uttar Pradesh,1998,Jowar,1749,1089
Uttar Pradesh,1998,Rice,119290,218751
Uttar Pradesh,1998,Wheat,125035,284377
Uttar Pradesh,1998,Rice,1,2
Uttar Pradesh,1998,Onion,752,9080
Uttar Pradesh,1998,Potato,7595,167455
Uttar Pradesh,1999,Bajra,819,1323
Uttar Pradesh,1999,Jowar,1067,1279
Uttar Pradesh,1999,Rice,117170,227541
Uttar Pradesh,1999,Wheat,129707,345034
Uttar Pradesh,1999,Rice,1,2
Uttar Pradesh,1999,Onion,658,9432
Uttar Pradesh,1999,Potato,7594,135158
Uttar Pradesh,2000,Bajra,1491,1172
Uttar Pradesh,2000,Jowar,1329,1620
Uttar Pradesh,2000,Rice,119614,207163
Uttar Pradesh,2000,Wheat,132720,315013
Uttar Pradesh,2000,Potato,7388,137026
Uttar Pradesh,2001,Bajra,1849,2192
Uttar Pradesh,2001,Jowar,1606,1709
Uttar Pradesh,2001,Rice,120779,233776
Uttar Pradesh,2001,Wheat,133685,321525
Uttar Pradesh,2001,Rice,2,4
Uttar Pradesh,2001,Potato,6485,172086
Uttar Pradesh,2002,Bajra,1589,2127
Uttar Pradesh,2002,Jowar,1688,1873
Uttar Pradesh,2002,Rice,116396,167845
Uttar Pradesh,2002,Onion,464,4789
Uttar Pradesh,2002,Wheat,135681,276499
Uttar Pradesh,2002,Onion,298,3332
Uttar Pradesh,2002,Potato,6996,146244
Uttar Pradesh,2003,Bajra,1649,2223
Uttar Pradesh,2003,Jowar,1557,1755
Uttar Pradesh,2003,Rice,122943,219624
Uttar Pradesh,2003,Onion,358,5138
Uttar Pradesh,2003,Wheat,136832,321216
Uttar Pradesh,2003,Onion,191,1945
Uttar Pradesh,2003,Potato,7336,163358
Uttar Pradesh,2004,Bajra,2052,3329
Uttar Pradesh,2004,Jowar,1570,1660
Uttar Pradesh,2004,Rice,120195,64687
Uttar Pradesh,2004,Potato,7088,121339
Uttar Pradesh,2004,Wheat,143467,261978
Uttar Pradesh,2004,Onion,596,6601
Uttar Pradesh,2005,Bajra,1504,2275
Uttar Pradesh,2005,Jowar,1051,1331
Uttar Pradesh,2005,Rice,122495,179210
Uttar Pradesh,2005,Potato,7386,222104
Uttar Pradesh,2005,Wheat,144385,304352
Uttar Pradesh,2005,Onion,657,8428
Uttar Pradesh,2006,Bajra,2296,3552
Uttar Pradesh,2006,Jowar,2096,2600
Uttar Pradesh,2006,Rice,119243,159309
Uttar Pradesh,2006,Onion,368,7059
Uttar Pradesh,2006,Potato,10355,257612
Uttar Pradesh,2006,Wheat,143467,354506
Uttar Pradesh,2006,Onion,292,3400
Uttar Pradesh,2007,Bajra,2098,3271
Uttar Pradesh,2007,Jowar,1515,1301
Uttar Pradesh,2007,Rice,118660,220114
Uttar Pradesh,2007,Onion,405,5659
Uttar Pradesh,2007,Potato,6715,141619
Uttar Pradesh,2007,Wheat,136262,354217
Uttar Pradesh,2007,Onion,693,5782
Uttar Pradesh,2008,Bajra,1960,3264
Uttar Pradesh,2008,Jowar,716,869
Uttar Pradesh,2008,Rice,123485,242401
Uttar Pradesh,2008,Onion,406,4759
Uttar Pradesh,2008,Potato,7480,146802
Uttar Pradesh,2008,Wheat,148282,401718
Uttar Pradesh,2009,Bajra,1110,1884
Uttar Pradesh,2009,Jowar,688,747
Uttar Pradesh,2009,Rice,82351,89433
Uttar Pradesh,2009,Onion,353,6062
Uttar Pradesh,2009,Potato,7743,187295
Uttar Pradesh,2009,Wheat,140294,355916
Uttar Pradesh,2009,Onion,327,2511
Uttar Pradesh,2010,Bajra,1957,1891
Uttar Pradesh,2010,Jowar,1599,1900
Uttar Pradesh,2010,Rice,108568,206931
Uttar Pradesh,2010,Onion,447,8228
Uttar Pradesh,2010,Potato,9007,268102
Uttar Pradesh,2010,Wheat,138783,407250
Uttar Pradesh,2011,Bajra,2003,2949
Uttar Pradesh,2011,Jowar,1678,1926
Uttar Pradesh,2011,Rice,117098,297663
Uttar Pradesh,2011,Onion,507,11597
Uttar Pradesh,2011,Potato,7775,212265
Uttar Pradesh,2011,Wheat,139319,452261
Uttar Pradesh,2011,Onion,328,2653
Uttar Pradesh,2012,Bajra,2060,3959
Uttar Pradesh,2012,Jowar,1683,2409
Uttar Pradesh,2012,Rice,112168,244302
Uttar Pradesh,2012,Onion,825,18978
Uttar Pradesh,2012,Potato,8076,200043
Uttar Pradesh,2012,Wheat,135902,459034
Uttar Pradesh,2012,Onion,320,3036
Uttar Pradesh,2013,Bajra,1770,2250
Uttar Pradesh,2013,Jowar,1749,2001
Uttar Pradesh,2013,Rice,118000,261960
Uttar Pradesh,2013,Onion,602,12244
Uttar Pradesh,2013,Potato,8187,80511
Uttar Pradesh,2013,Wheat,137861,395888
Uttar Pradesh,2013,Onion,306,4118
Uttar Pradesh,2014,Bajra,2012,3996
Uttar Pradesh,2014,Jowar,1439,1589
Uttar Pradesh,2014,Rice,122464,251908
Uttar Pradesh,2014,Onion,231,3534
Uttar Pradesh,2014,Potato,6297,103044
Uttar Pradesh,2014,Wheat,141821,321804
Uttar Pradesh,2014,Onion,281,5183
Uttar Pradesh,1997,Rice,81826,160619
Uttar Pradesh,1997,Wheat,85055,184472
Uttar Pradesh,1997,Rice,5,10
Uttar Pradesh,1997,Potato,1825,17164
Uttar Pradesh,1998,Rice,79453,135837
Uttar Pradesh,1998,Wheat,100432,187755
Uttar Pradesh,1998,Onion,489,5905
Uttar Pradesh,1998,Potato,2078,33686
Uttar Pradesh,1999,Rice,79413,144816
Uttar Pradesh,1999,Wheat,100460,244050
Uttar Pradesh,1999,Onion,397,5691
Uttar Pradesh,1999,Potato,2146,57041
Uttar Pradesh,2000,Bajra,127,220
Uttar Pradesh,2000,Jowar,75,93
Uttar Pradesh,2000,Rice,117161,189759
Uttar Pradesh,2000,Wheat,98504,208509
Uttar Pradesh,2000,Potato,1904,37313
Uttar Pradesh,2001,Bajra,124,199
Uttar Pradesh,2001,Jowar,72,86
Uttar Pradesh,2001,Rice,116107,220172
Uttar Pradesh,2001,Wheat,90872,207745
Uttar Pradesh,2001,Potato,1733,42739
Uttar Pradesh,2002,Bajra,114,176
Uttar Pradesh,2002,Rice,106445,83699
Uttar Pradesh,2002,Onion,34,351
Uttar Pradesh,2002,Wheat,84992,169665
Uttar Pradesh,2002,Onion,63,704
Uttar Pradesh,2002,Potato,1734,40227
Uttar Pradesh,2003,Rice,98272,171771
Uttar Pradesh,2003,Onion,28,402
Uttar Pradesh,2003,Wheat,83464,194665
Uttar Pradesh,2003,Onion,79,779
Uttar Pradesh,2003,Potato,1477,27896
Uttar Pradesh,2004,Bajra,106,198
Uttar Pradesh,2004,Jowar,18,18
Uttar Pradesh,2004,Rice,110144,173215
Uttar Pradesh,2004,Potato,1554,34783
Uttar Pradesh,2004,Wheat,82189,181587
Uttar Pradesh,2004,Onion,154,1810
Uttar Pradesh,2005,Rice,98272,192122
Uttar Pradesh,2005,Potato,1545,34658
Uttar Pradesh,2005,Wheat,83290,184571
Uttar Pradesh,2005,Onion,113,1457
Uttar Pradesh,2006,Bajra,106,187
Uttar Pradesh,2006,Jowar,11,12
Uttar Pradesh,2006,Rice,122512,222727
Uttar Pradesh,2006,Onion,43,825
Uttar Pradesh,2006,Potato,1549,33825
Uttar Pradesh,2006,Wheat,81219,197845
Uttar Pradesh,2006,Onion,114,1328
Uttar Pradesh,2007,Rice,100608,204838
Uttar Pradesh,2007,Onion,42,587
Uttar Pradesh,2007,Potato,2343,51490
Uttar Pradesh,2007,Wheat,83172,291253
Uttar Pradesh,2007,Onion,105,2011
Uttar Pradesh,2008,Bajra,118,215
Uttar Pradesh,2008,Jowar,2,2
Uttar Pradesh,2008,Rice,108039,284035
Uttar Pradesh,2008,Onion,5,58
Uttar Pradesh,2008,Potato,1040,21319
Uttar Pradesh,2008,Wheat,87915,245283
Uttar Pradesh,2009,Jowar,5,4
Uttar Pradesh,2009,Rice,101195,179419
Uttar Pradesh,2009,Onion,43,739
Uttar Pradesh,2009,Potato,1703,42347
Uttar Pradesh,2009,Wheat,81758,236199
Uttar Pradesh,2009,Onion,246,3781
Uttar Pradesh,2010,Bajra,13,22
Uttar Pradesh,2010,Rice,105641,230192
Uttar Pradesh,2010,Onion,37,681
Uttar Pradesh,2010,Potato,1601,39056
Uttar Pradesh,2010,Wheat,82877,235286
Uttar Pradesh,2011,Jowar,3,3
Uttar Pradesh,2011,Rice,107106,235098
Uttar Pradesh,2011,Onion,56,1281
Uttar Pradesh,2011,Potato,1647,36367
Uttar Pradesh,2011,Wheat,83270,239980
Uttar Pradesh,2011,Onion,126,1155
Uttar Pradesh,2012,Jowar,4,5
